address,pc
27328,400
4788,424
18144,424
29572,420
128,410
96,414
27360,404
27392,404
27424,400
27456,404
27488,404
416,424
1236,420
14760,424
160,410
128,410
27520,404
27552,404
27584,400
27616,404
27648,400
12376,420
13508,424
11900,420
64,410
96,414
27680,400
27712,404
27744,404
27776,400
27808,400
13216,424
10700,424
17764,420
96,414
64,410
27840,404
27872,400
27904,404
27936,400
27968,404
13668,424
3224,424
28740,424
96,410
160,410
28000,400
28032,400
28064,400
28096,400
28128,400
7884,424
23484,424
27204,420
96,410
128,414
28160,404
28192,400
28224,404
28256,400
28288,400
24904,424
26232,420
23244,424
128,410
160,414
28320,400
28352,400
28384,404
28416,404
28448,400
18000,424
2972,420
16316,420
64,410
96,410
28480,404
28512,400
28544,400
28576,400
28608,404
24356,424
10320,424
11296,420
96,410
128,410
28640,400
28672,400
28704,404
28736,400
28768,404
26452,424
17376,424
1864,420
128,410
160,410
28800,400
28832,404
28864,400
28896,404
28928,400
10364,420
976,424
14592,420
160,410
64,414
28960,404
28992,404
29024,404
29056,400
29088,400
20408,424
30768,424
8400,424
128,410
160,414
29120,400
29152,400
29184,400
29216,400
29248,400
14780,420
6212,424
18500,420
96,410
128,410
29280,404
29312,404
29344,404
29376,404
29408,400
21492,424
24560,420
2240,424
64,410
96,410
29440,400
29472,400
29504,400
29536,400
29568,404
21136,420
31508,424
22536,420
160,414
96,414
29600,404
29632,404
29664,400
29696,404
29728,404
22100,420
16728,424
31936,424
64,414
128,410
29760,404
29792,404
29824,400
29856,400
29888,400
14884,424
7280,420
19376,420
128,414
160,414
29920,400
29952,400
29984,404
30016,400
30048,400
14536,420
13020,424
9944,420
128,410
96,414
30080,400
30112,400
30144,400
30176,400
30208,400
27788,420
18244,420
26268,424
160,414
160,414
30240,404
30272,400
30304,404
30336,400
30368,400
16468,424
13680,420
3880,424
96,410
160,410
30400,400
30432,404
30464,400
30496,404
30528,404
12672,420
22964,420
14828,424
96,414
64,410
30560,400
30592,404
30624,400
30656,404
30688,404
704,420
20392,420
30872,420
160,414
64,414
30720,400
30752,400
30784,404
30816,404
30848,400
25000,424
7392,424
27912,420
160,414
96,410
30880,400
30912,404
30944,400
30976,404
31008,404
27632,420
6892,424
18076,424
128,414
128,414
31040,400
31072,400
31104,400
31136,404
31168,400
32436,420
28424,424
6812,424
160,414
64,410
31200,400
31232,400
31264,400
31296,400
31328,404
27644,424
2612,424
28848,424
64,414
160,410
31360,400
31392,400
31424,400
31456,404
31488,400
19152,424
1856,424
16612,424
128,414
96,414
31520,404
31552,400
31584,404
31616,404
31648,404
10524,420
21092,424
22840,420
160,410
128,414
31680,400
31712,404
31744,404
31776,400
31808,400
26608,424
32584,420
25080,420
128,414
128,414
31840,404
31872,404
31904,400
31936,400
31968,404
1040,420
12436,424
19412,420
